label,sentID,convID,convNumSent,text,sentNumTok,speakerID,speakerNumTok,age,ageExact,gender,education,socGrade
0,S28F_1898,S28F,1898,you'll find it works,5,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1900,S28F,1900,and a lot up to practising three times a day up to the erm operation,15,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1901,S28F,1901,yeah I will do yeah I will get a good,10,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1912,S28F,1912,in your feet,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1914,S28F,1914,I,9,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1921,S28F,1921,rather than the green that I've got on at the minute,12,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1926,S28F,1926,it's nice on your fingers though,7,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1932,S28F,1932,be be in blue,4,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1936,S28F,1936,you've got such good feet,6,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1947,S28F,1947,mm yeah,2,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1948,S28F,1948,and across the top,4,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1958,S28F,1958,but that's ear's here,6,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1960,S28F,1960,but the top is brain,5,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1968,S28F,1968,headaches,1,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_197,S28F,197,so he'd done really well hadn't he?,10,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1975,S28F,1975,yes I haven't been getting,11,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1986,S28F,1986,so that's,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1990,S28F,1990,might be why sinuses were a little bit,8,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1992,S28F,1992,they weren't too bad to be fair,8,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1996,S28F,1996,that one there?,4,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_200,S28F,200,so then obviously when my dad passed away I,81,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_2000,S28F,2000,in there,2,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_2008,S28F,2008,they were quite erm crunchy,5,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_202,S28F,202,we don't we don't know what to do for the best and the occupational health woman was great and she,59,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_2024,S28F,2024,so that's why then I was picking that up,10,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_2051,S28F,2051,yeah yeah yeah,3,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_206,S28F,206,and they yeah and,4,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_2068,S28F,2068,great stuff,2,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_2070,S28F,2070,so you can do that erm,6,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_2072,S28F,2072,I don't know if you're drinking much caffeine at the moment are you?,16,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_2074,S28F,2074,yeah that's fine then,5,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_2106,S28F,2106,isn't it it's funny,6,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_2112,S28F,2112,breathing techniques,2,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_2115,S28F,2115,yeah yeah I will,4,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_2117,S28F,2117,yeah in fact I'll write it on something,9,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_2135,S28F,2135,okay,1,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_2141,S28F,2141,oh no evenings? sorry,5,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_2143,S28F,2143,oh yeah no no erm I wouldn't do the Saturday cos as I say he,16,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_2150,S28F,2150,because erm,2,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_2159,S28F,2159,oh no god no no,5,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_2170,S28F,2170,ain't it typical?,5,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_2177,S28F,2177,I mean er like the,6,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_2182,S28F,2182,if I tell you what if it goes quiet,9,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_2184,S28F,2184,and erm and I've got,15,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_220,S28F,220,I'd I'd rather not I'd rather manage however I end up being because,39,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_2200,S28F,2200,twiddle your feet toes at the end,7,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_2203,S28F,2203,yeah definitely,2,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_2218,S28F,2218,but as I say you never know,7,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_2220,S28F,2220,did she?,3,S0315,15766,30_39,36.0,F,2_secondary,D
